Color at (1490, 795): R=117, G=100, B=80
Color at (1490, 795): R=104, G=87, B=37
Color at (1490, 795): R=101, G=83, B=37
Color at (1490, 795): R=100, G=81, B=36
Color at (1490, 795): R=98, G=79, B=36
Color at (1490, 795): R=91, G=68, B=33
Color at (1490, 795): R=89, G=65, B=34
Color at (1490, 795): R=86, G=61, B=33
Color at (1490, 795): R=86, G=61, B=33
Color at (1490, 795): R=87, G=61, B=34
Color at (1490, 795): R=86, G=60, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=83, G=59, B=33
Color at (1490, 795): R=84, G=60, B=32
Color at (1490, 795): R=84, G=60, B=32
Color at (1490, 795): R=84, G=61, B=32
Color at (1490, 795): R=84, G=60, B=32
Color at (1490, 795): R=83, G=59, B=32
Color at (1490, 795): R=84, G=59, B=33
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=85, G=58, B=33
Color at (1490, 795): R=84, G=57, B=33
Color at (1490, 795): R=255, G=255, B=255
Color at (1490, 795): R=127, G=104, B=82
Color at (1490, 795): R=120, G=97, B=74
Color at (1490, 795): R=116, G=90, B=66
Color at (1490, 795): R=109, G=85, B=59
Color at (1490, 795): R=104, G=78, B=51
Color at (1490, 795): R=102, G=75, B=48
Color at (1490, 795): R=101, G=74, B=47
Color at (1490, 795): R=100, G=72, B=45
Color at (1490, 795): R=98, G=70, B=42
Color at (1490, 795): R=95, G=67, B=39
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=95, G=67, B=38
Color at (1490, 795): R=94, G=67, B=37
Color at (1490, 795): R=94, G=67, B=37
Color at (1490, 795): R=94, G=67, B=37
Color at (1490, 795): R=94, G=67, B=37
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=94, G=67, B=38
Color at (1490, 795): R=93, G=66, B=38
Color at (1490, 795): R=93, G=66, B=38
Color at (1490, 795): R=93, G=66, B=38
Color at (1490, 795): R=96, G=68, B=39
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=99, G=70, B=42
Color at (1490, 795): R=99, G=70, B=42
Color at (1490, 795): R=98, G=69, B=42
Color at (1490, 795): R=97, G=69, B=42
Color at (1490, 795): R=97, G=69, B=42
Color at (1490, 795): R=97, G=69, B=42
Color at (1490, 795): R=97, G=69, B=42
Color at (1490, 795): R=97, G=69, B=42
Color at (1490, 795): R=98, G=69, B=42
Color at (1490, 795): R=98, G=69, B=42
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=98, G=69, B=42
Color at (1490, 795): R=97, G=68, B=42
Color at (1490, 795): R=96, G=68, B=42
Color at (1490, 795): R=97, G=69, B=43
Color at (1490, 795): R=97, G=69, B=43
Color at (1490, 795): R=97, G=69, B=43
Color at (1490, 795): R=97, G=69, B=43
Color at (1490, 795): R=96, G=69, B=43
Color at (1490, 795): R=96, G=68, B=42
Color at (1490, 795): R=97, G=69, B=42
Color at (1490, 795): R=97, G=69, B=41
Color at (1490, 795): R=98, G=69, B=41
Color at (1490, 795): R=98, G=69, B=41
Color at (1490, 795): R=98, G=69, B=41
Color at (1490, 795): R=98, G=69, B=41
Color at (1490, 795): R=98, G=69, B=41
Color at (1490, 795): R=97, G=68, B=40
Color at (1490, 795): R=97, G=68, B=40
Color at (1490, 795): R=96, G=67, B=39
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=98, G=69, B=42
Color at (1490, 795): R=98, G=69, B=42
Color at (1490, 795): R=97, G=68, B=42
Color at (1490, 795): R=97, G=68, B=42
Color at (1490, 795): R=97, G=68, B=42
Color at (1490, 795): R=97, G=68, B=42
Color at (1490, 795): R=96, G=68, B=42
Color at (1490, 795): R=96, G=68, B=42
Color at (1490, 795): R=96, G=68, B=42
Color at (1490, 795): R=96, G=69, B=43
Color at (1490, 795): R=97, G=69, B=43
Color at (1490, 795): R=96, G=69, B=43
Color at (1490, 795): R=96, G=69, B=43
Color at (1490, 795): R=96, G=69, B=43
Color at (1490, 795): R=96, G=69, B=43
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=94, G=68, B=41
Color at (1490, 795): R=95, G=68, B=43
Color at (1490, 795): R=95, G=68, B=43
Color at (1490, 795): R=95, G=68, B=43
Color at (1490, 795): R=95, G=68, B=42
Color at (1490, 795): R=95, G=68, B=42
Color at (1490, 795): R=94, G=68, B=42
Color at (1490, 795): R=94, G=68, B=42
Color at (1490, 795): R=94, G=68, B=42
Color at (1490, 795): R=94, G=68, B=42
Color at (1490, 795): R=94, G=68, B=42
Color at (1490, 795): R=95, G=68, B=42
Color at (1490, 795): R=94, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=39
Color at (1490, 795): R=95, G=67, B=39
Color at (1490, 795): R=95, G=67, B=39
Color at (1490, 795): R=94, G=66, B=38
Color at (1490, 795): R=94, G=66, B=38
Color at (1490, 795): R=94, G=66, B=38
Color at (1490, 795): R=95, G=66, B=38
Color at (1490, 795): R=95, G=66, B=38
Color at (1490, 795): R=95, G=66, B=38
Color at (1490, 795): R=95, G=66, B=38
Color at (1490, 795): R=95, G=66, B=38
Color at (1490, 795): R=94, G=66, B=38
Color at (1490, 795): R=95, G=66, B=38
Color at (1490, 795): R=94, G=65, B=38
Color at (1490, 795): R=94, G=65, B=38
Color at (1490, 795): R=94, G=65, B=38
Color at (1490, 795): R=96, G=67, B=40
Color at (1490, 795): R=96, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=96, G=68, B=41
Color at (1490, 795): R=96, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=95, G=68, B=41
Color at (1490, 795): R=96, G=68, B=41
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=97, G=68, B=41
Color at (1490, 795): R=96, G=68, B=41
Color at (1490, 795): R=95, G=67, B=41
Color at (1490, 795): R=95, G=67, B=41
Color at (1490, 795): R=95, G=67, B=41
Color at (1490, 795): R=95, G=67, B=41
Color at (1490, 795): R=95, G=67, B=41
Color at (1490, 795): R=96, G=67, B=41
Color at (1490, 795): R=95, G=67, B=39
Color at (1490, 795): R=96, G=67, B=40
Color at (1490, 795): R=96, G=67, B=40
Color at (1490, 795): R=96, G=67, B=40
Color at (1490, 795): R=96, G=67, B=40
Color at (1490, 795): R=96, G=67, B=40
Color at (1490, 795): R=96, G=67, B=40
Color at (1490, 795): R=94, G=66, B=38
Color at (1490, 795): R=94, G=66, B=38
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=95, G=67, B=40
Color at (1490, 795): R=94, G=66, B=39
Color at (1490, 795): R=94, G=66, B=39
Color at (1490, 795): R=94, G=66, B=39
Color at (1490, 795): R=94, G=66, B=39
Color at (1490, 795): R=93, G=66, B=39
Color at (1490, 795): R=93, G=66, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=94, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=93, G=67, B=39
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=92, G=66, B=38
Color at (1490, 795): R=91, G=65, B=37
Color at (1490, 795): R=91, G=65, B=37
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=91, G=65, B=38
Color at (1490, 795): R=92, G=65, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=92, G=66, B=37
Color at (1490, 795): R=92, G=66, B=35
Color at (1490, 795): R=91, G=66, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=66, B=34
Color at (1490, 795): R=91, G=67, B=34
Color at (1490, 795): R=91, G=67, B=34
Color at (1490, 795): R=91, G=68, B=34
Color at (1490, 795): R=91, G=67, B=35
Color at (1490, 795): R=91, G=66, B=35
Color at (1490, 795): R=91, G=66, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=91, G=66, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=89, G=65, B=35
Color at (1490, 795): R=89, G=65, B=35
Color at (1490, 795): R=89, G=65, B=35
Color at (1490, 795): R=89, G=65, B=35
Color at (1490, 795): R=90, G=65, B=35
Color at (1490, 795): R=89, G=65, B=34
Color at (1490, 795): R=89, G=65, B=34
Color at (1490, 795): R=89, G=66, B=35
Color at (1490, 795): R=90, G=66, B=35
Color at (1490, 795): R=89, G=66, B=34
Color at (1490, 795): R=89, G=66, B=35
Color at (1490, 795): R=90, G=66, B=36
Color at (1490, 795): R=89, G=66, B=36
Color at (1490, 795): R=89, G=66, B=36
Color at (1490, 795): R=89, G=66, B=37
Color at (1490, 795): R=90, G=66, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=90, G=65, B=37
Color at (1490, 795): R=89, G=64, B=36
Color at (1490, 795): R=89, G=64, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=64, B=36
Color at (1490, 795): R=88, G=64, B=36
Color at (1490, 795): R=88, G=64, B=37
Color at (1490, 795): R=89, G=66, B=38
Color at (1490, 795): R=89, G=66, B=39
Color at (1490, 795): R=92, G=94, B=51
Color at (1490, 795): R=107, G=144, B=42
Color at (1490, 795): R=91, G=68, B=40
Color at (1490, 795): R=91, G=68, B=40
Color at (1490, 795): R=91, G=67, B=40
Color at (1490, 795): R=91, G=67, B=40
Color at (1490, 795): R=92, G=67, B=40
Color at (1490, 795): R=90, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=89, G=66, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=88, G=65, B=40
Color at (1490, 795): R=87, G=65, B=38
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=86, G=66, B=40
Color at (1490, 795): R=87, G=68, B=42
Color at (1490, 795): R=133, G=221, B=216
Color at (1490, 795): R=222, G=248, B=185
Color at (1490, 795): R=89, G=67, B=39
Color at (1490, 795): R=89, G=66, B=38
Color at (1490, 795): R=89, G=66, B=37
Color at (1490, 795): R=88, G=65, B=36
Color at (1490, 795): R=88, G=65, B=37
Color at (1490, 795): R=87, G=65, B=37
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=38
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=66, B=39
Color at (1490, 795): R=87, G=66, B=39
Color at (1490, 795): R=87, G=69, B=42
Color at (1490, 795): R=134, G=222, B=214
Color at (1490, 795): R=109, G=122, B=51
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=88, G=66, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=87, G=64, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=88, G=65, B=39
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=87, G=63, B=37
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=88, G=64, B=38
Color at (1490, 795): R=87, G=63, B=38
Color at (1490, 795): R=87, G=63, B=38
Color at (1490, 795): R=87, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=85, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=87, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=86, G=63, B=38
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=83, G=63, B=36
Color at (1490, 795): R=83, G=63, B=36
Color at (1490, 795): R=84, G=66, B=40
Color at (1490, 795): R=190, G=237, B=234
Color at (1490, 795): R=87, G=81, B=39
Color at (1490, 795): R=88, G=68, B=39
Color at (1490, 795): R=89, G=67, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=88, G=66, B=40
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=86, G=65, B=39
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=87, G=65, B=39
Color at (1490, 795): R=86, G=64, B=38
Color at (1490, 795): R=86, G=65, B=38
Color at (1490, 795): R=85, G=64, B=38
Color at (1490, 795): R=85, G=65, B=39
Color at (1490, 795): R=85, G=65, B=39
Color at (1490, 795): R=85, G=66, B=40
Color at (1490, 795): R=100, G=107, B=63
Color at (1490, 795): R=97, G=95, B=47
Color at (1490, 795): R=86, G=69, B=42
Color at (1490, 795): R=85, G=66, B=40
Color at (1490, 795): R=85, G=65, B=41
Color at (1490, 795): R=85, G=64, B=39
Color at (1490, 795): R=84, G=64, B=39
Color at (1490, 795): R=83, G=63, B=38
Color at (1490, 795): R=85, G=64, B=38
Color at (1490, 795): R=84, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=86, G=63, B=37
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=86, G=62, B=36
Color at (1490, 795): R=86, G=62, B=36
Color at (1490, 795): R=86, G=62, B=36
Color at (1490, 795): R=85, G=62, B=36
Color at (1490, 795): R=85, G=62, B=37
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=85, G=62, B=37
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=85, G=62, B=37
Color at (1490, 795): R=85, G=62, B=37
Color at (1490, 795): R=85, G=63, B=37
Color at (1490, 795): R=84, G=62, B=37
Color at (1490, 795): R=84, G=62, B=37
Color at (1490, 795): R=84, G=62, B=37
Color at (1490, 795): R=84, G=62, B=37
Color at (1490, 795): R=83, G=61, B=35
Color at (1490, 795): R=84, G=62, B=37
Color at (1490, 795): R=83, G=62, B=37
Color at (1490, 795): R=83, G=62, B=37
Color at (1490, 795): R=82, G=62, B=36
Color at (1490, 795): R=96, G=197, B=178
Color at (1490, 795): R=233, G=252, B=206
Color at (1490, 795): R=85, G=64, B=37
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=85, G=63, B=36
Color at (1490, 795): R=86, G=63, B=36
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=84, G=62, B=36
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=82, G=61, B=34
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=61, B=35
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=62, B=34
Color at (1490, 795): R=83, G=62, B=34
Color at (1490, 795): R=83, G=62, B=34
Color at (1490, 795): R=83, G=62, B=34
Color at (1490, 795): R=83, G=62, B=34
Color at (1490, 795): R=83, G=62, B=34
Color at (1490, 795): R=82, G=61, B=34
Color at (1490, 795): R=83, G=61, B=34
Color at (1490, 795): R=82, G=60, B=34
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=81, G=60, B=35
Color at (1490, 795): R=81, G=60, B=35
Color at (1490, 795): R=81, G=60, B=35
Color at (1490, 795): R=81, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=81, G=60, B=34
Color at (1490, 795): R=81, G=61, B=35
Color at (1490, 795): R=80, G=61, B=36
Color at (1490, 795): R=80, G=61, B=36
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=81, G=63, B=38
Color at (1490, 795): R=100, G=183, B=163
Color at (1490, 795): R=207, G=243, B=237
Color at (1490, 795): R=82, G=64, B=39
Color at (1490, 795): R=84, G=64, B=39
Color at (1490, 795): R=83, G=64, B=37
Color at (1490, 795): R=83, G=64, B=37
Color at (1490, 795): R=85, G=65, B=36
Color at (1490, 795): R=87, G=68, B=38
Color at (1490, 795): R=87, G=69, B=38
Color at (1490, 795): R=89, G=71, B=38
Color at (1490, 795): R=90, G=72, B=38
Color at (1490, 795): R=91, G=73, B=38
Color at (1490, 795): R=81, G=61, B=35
Color at (1490, 795): R=84, G=62, B=37
Color at (1490, 795): R=83, G=61, B=37
Color at (1490, 795): R=81, G=60, B=35
Color at (1490, 795): R=81, G=60, B=35
Color at (1490, 795): R=83, G=60, B=35
Color at (1490, 795): R=84, G=61, B=36
Color at (1490, 795): R=83, G=61, B=34
Color at (1490, 795): R=84, G=62, B=34
Color at (1490, 795): R=84, G=62, B=34
Color at (1490, 795): R=84, G=62, B=34
Color at (1490, 795): R=83, G=61, B=35
Color at (1490, 795): R=83, G=61, B=35
Color at (1490, 795): R=82, G=61, B=34
Color at (1490, 795): R=82, G=61, B=34
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=82, G=60, B=35
Color at (1490, 795): R=81, G=59, B=34
Color at (1490, 795): R=81, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=79, G=59, B=34
Color at (1490, 795): R=79, G=59, B=34
Color at (1490, 795): R=79, G=59, B=34
Color at (1490, 795): R=79, G=60, B=35
Color at (1490, 795): R=78, G=59, B=34
Color at (1490, 795): R=78, G=60, B=35
Color at (1490, 795): R=78, G=61, B=35
Color at (1490, 795): R=78, G=61, B=36
Color at (1490, 795): R=78, G=69, B=45
Color at (1490, 795): R=205, G=242, B=236
Color at (1490, 795): R=88, G=77, B=38
Color at (1490, 795): R=84, G=64, B=38
Color at (1490, 795): R=83, G=63, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=38
Color at (1490, 795): R=83, G=62, B=37
Color at (1490, 795): R=82, G=62, B=36
Color at (1490, 795): R=81, G=61, B=35
Color at (1490, 795): R=80, G=61, B=35
Color at (1490, 795): R=80, G=61, B=35
Color at (1490, 795): R=81, G=61, B=35
Color at (1490, 795): R=81, G=61, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=61, B=36
Color at (1490, 795): R=80, G=61, B=36
Color at (1490, 795): R=79, G=61, B=36
Color at (1490, 795): R=78, G=62, B=37
Color at (1490, 795): R=119, G=217, B=210
Color at (1490, 795): R=94, G=93, B=42
Color at (1490, 795): R=82, G=66, B=38
Color at (1490, 795): R=82, G=63, B=38
Color at (1490, 795): R=84, G=64, B=39
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=82, G=61, B=38
Color at (1490, 795): R=82, G=61, B=38
Color at (1490, 795): R=81, G=60, B=38
Color at (1490, 795): R=80, G=60, B=37
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=81, G=60, B=36
Color at (1490, 795): R=80, G=60, B=36
Color at (1490, 795): R=80, G=59, B=36
Color at (1490, 795): R=80, G=59, B=36
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=36
Color at (1490, 795): R=79, G=59, B=35
Color at (1490, 795): R=79, G=59, B=35
Color at (1490, 795): R=78, G=62, B=38
Color at (1490, 795): R=88, G=80, B=44
Color at (1490, 795): R=118, G=196, B=161
Color at (1490, 795): R=80, G=64, B=39
Color at (1490, 795): R=79, G=62, B=37
Color at (1490, 795): R=80, G=62, B=37
Color at (1490, 795): R=81, G=61, B=37
Color at (1490, 795): R=80, G=60, B=36
Color at (1490, 795): R=79, G=60, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=60, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=79, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=35
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=80, G=58, B=35
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=78, G=57, B=33
Color at (1490, 795): R=78, G=58, B=34
Color at (1490, 795): R=78, G=58, B=34
Color at (1490, 795): R=78, G=57, B=33
Color at (1490, 795): R=78, G=57, B=33
Color at (1490, 795): R=78, G=57, B=34
Color at (1490, 795): R=78, G=58, B=34
Color at (1490, 795): R=78, G=58, B=34
Color at (1490, 795): R=77, G=59, B=35
Color at (1490, 795): R=91, G=192, B=168
Color at (1490, 795): R=135, G=221, B=69
Color at (1490, 795): R=79, G=59, B=36
Color at (1490, 795): R=80, G=59, B=36
Color at (1490, 795): R=80, G=59, B=36
Color at (1490, 795): R=80, G=60, B=36
Color at (1490, 795): R=80, G=59, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=79, G=58, B=35
Color at (1490, 795): R=78, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=78, G=58, B=34
Color at (1490, 795): R=78, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=59, B=34
Color at (1490, 795): R=79, G=59, B=34
Color at (1490, 795): R=80, G=60, B=33
Color at (1490, 795): R=80, G=60, B=34
Color at (1490, 795): R=80, G=60, B=34
Color at (1490, 795): R=81, G=59, B=34
Color at (1490, 795): R=80, G=59, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=35
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=79, G=57, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=79, G=57, B=34
Color at (1490, 795): R=79, G=57, B=34
Color at (1490, 795): R=78, G=57, B=33
Color at (1490, 795): R=78, G=58, B=33
Color at (1490, 795): R=79, G=58, B=33
Color at (1490, 795): R=79, G=59, B=33
Color at (1490, 795): R=80, G=59, B=33
Color at (1490, 795): R=80, G=59, B=34
Color at (1490, 795): R=80, G=59, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=79, G=58, B=34
Color at (1490, 795): R=78, G=57, B=34
